,Case ID,Activity,Resource,Complete Timestamp,Variant,Variant index,Variant.1,seriousness,customer,product,responsible_section,seriousness_2,service_level,service_type,support_section,workgroup
19067,Case 4087,Resolve ticket,Value 9,2012/02/09 12:02:21.000,Variant 2,2,Variant 2,Value 1,Value 73,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
19068,Case 4087,Closed,Value 5,2012/02/24 12:02:44.000,Variant 2,2,Variant 2,Value 1,Value 73,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
19069,Case 4088,Assign seriousness,Value 9,2010/09/20 08:30:07.000,Variant 1,1,Variant 1,Value 1,Value 140,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
19070,Case 4088,Take in charge ticket,Value 2,2010/09/20 15:28:15.000,Variant 1,1,Variant 1,Value 1,Value 140,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
19071,Case 4088,Resolve ticket,Value 2,2010/09/20 15:28:52.000,Variant 1,1,Variant 1,Value 1,Value 140,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
19072,Case 4088,Closed,Value 5,2010/11/03 09:40:29.000,Variant 1,1,Variant 1,Value 1,Value 140,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
19073,Case 4089,Assign seriousness,Value 13,2011/08/02 13:07:34.000,Variant 2,2,Variant 2,Value 1,Value 188,Value 4,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
19074,Case 4089,Take in charge ticket,Value 13,2011/08/05 12:44:00.000,Variant 2,2,Variant 2,Value 1,Value 188,Value 4,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
19075,Case 4089,Wait,Value 13,2011/08/05 15:07:55.000,Variant 2,2,Variant 2,Value 1,Value 188,Value 4,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
19076,Case 4089,Resolve ticket,Value 13,2011/08/25 13:25:36.000,Variant 2,2,Variant 2,Value 1,Value 188,Value 4,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
19077,Case 4089,Closed,Value 5,2011/09/09 13:25:52.000,Variant 2,2,Variant 2,Value 1,Value 188,Value 4,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
19078,Case 4090,Assign seriousness,Value 4,2012/07/23 11:04:02.000,Variant 1,1,Variant 1,Value 1,Value 1,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
19079,Case 4090,Take in charge ticket,Value 4,2012/07/23 12:09:09.000,Variant 1,1,Variant 1,Value 1,Value 1,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
19080,Case 4090,Resolve ticket,Value 4,2012/07/31 08:58:40.000,Variant 1,1,Variant 1,Value 1,Value 1,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
19081,Case 4090,Closed,Value 5,2012/09/05 11:00:42.000,Variant 1,1,Variant 1,Value 1,Value 1,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
19082,Case 4091,Assign seriousness,Value 9,2011/07/04 14:17:49.000,Variant 1,1,Variant 1,Value 1,Value 16,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
19083,Case 4091,Take in charge ticket,Value 9,2011/07/05 07:25:50.000,Variant 1,1,Variant 1,Value 1,Value 16,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
19084,Case 4091,Resolve ticket,Value 9,2011/07/05 07:32:20.000,Variant 1,1,Variant 1,Value 1,Value 16,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
19085,Case 4091,Closed,Value 5,2011/08/04 14:20:32.000,Variant 1,1,Variant 1,Value 1,Value 16,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
19086,Case 4092,Assign seriousness,Value 15,2010/10/08 08:07:26.000,Variant 1,1,Variant 1,Value 1,Value 342,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
19087,Case 4092,Take in charge ticket,Value 2,2010/10/08 09:22:45.000,Variant 1,1,Variant 1,Value 1,Value 342,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
19088,Case 4092,Resolve ticket,Value 2,2010/10/08 09:31:44.000,Variant 1,1,Variant 1,Value 1,Value 342,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
19089,Case 4092,Closed,Value 5,2010/11/21 09:11:12.000,Variant 1,1,Variant 1,Value 1,Value 342,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
19090,Case 4093,Assign seriousness,Value 1,2012/02/09 16:19:34.000,Variant 1,1,Variant 1,Value 1,Value 22,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
19091,Case 4093,Take in charge ticket,Value 2,2012/02/10 09:51:02.000,Variant 1,1,Variant 1,Value 1,Value 22,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
19092,Case 4093,Resolve ticket,Value 2,2012/02/10 14:33:04.000,Variant 1,1,Variant 1,Value 1,Value 22,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
19093,Case 4093,Closed,Value 5,2012/03/24 16:20:30.000,Variant 1,1,Variant 1,Value 1,Value 22,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
19094,Case 4094,Assign seriousness,Value 8,2011/02/10 16:14:57.000,Variant 1,1,Variant 1,Value 1,Value 9,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
19095,Case 4094,Take in charge ticket,Value 12,2011/02/14 11:03:41.000,Variant 1,1,Variant 1,Value 1,Value 9,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
19096,Case 4094,Resolve ticket,Value 12,2011/03/02 13:25:05.000,Variant 1,1,Variant 1,Value 1,Value 9,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
19097,Case 4094,Closed,Value 5,2011/04/01 12:25:23.000,Variant 1,1,Variant 1,Value 1,Value 9,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
19098,Case 4095,Assign seriousness,Value 8,2010/12/20 08:53:54.000,Variant 1,1,Variant 1,Value 1,Value 73,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
19099,Case 4095,Take in charge ticket,Value 7,2010/12/20 12:01:25.000,Variant 1,1,Variant 1,Value 1,Value 73,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
19100,Case 4095,Resolve ticket,Value 7,2010/12/20 14:26:29.000,Variant 1,1,Variant 1,Value 1,Value 73,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
19101,Case 4095,Closed,Value 5,2011/01/26 09:00:31.000,Variant 1,1,Variant 1,Value 1,Value 73,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
19102,Case 4096,Assign seriousness,Value 4,2012/07/25 12:23:22.000,Variant 1,1,Variant 1,Value 1,Value 9,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
19103,Case 4096,Take in charge ticket,Value 4,2012/07/25 12:44:54.000,Variant 1,1,Variant 1,Value 1,Value 9,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
19104,Case 4096,Resolve ticket,Value 4,2012/07/27 13:59:34.000,Variant 1,1,Variant 1,Value 1,Value 9,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
19105,Case 4096,Closed,Value 5,2012/09/01 12:30:16.000,Variant 1,1,Variant 1,Value 1,Value 9,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
19109,Case 4098,Assign seriousness,Value 6,2010/05/10 13:50:22.000,Variant 1,1,Variant 1,Value 1,Value 54,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
19110,Case 4098,Take in charge ticket,Value 2,2010/05/12 12:16:49.000,Variant 1,1,Variant 1,Value 1,Value 54,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
19111,Case 4098,Resolve ticket,Value 2,2010/05/26 13:32:33.000,Variant 1,1,Variant 1,Value 1,Value 54,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
19112,Case 4098,Closed,Value 5,2010/06/10 14:00:39.000,Variant 1,1,Variant 1,Value 1,Value 54,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
19117,Case 4100,Assign seriousness,Value 8,2011/02/25 09:08:23.000,Variant 3,3,Variant 3,Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
19118,Case 4100,Take in charge ticket,Value 16,2011/02/28 10:26:41.000,Variant 3,3,Variant 3,Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
19119,Case 4100,Wait,Value 16,2011/02/28 10:27:24.000,Variant 3,3,Variant 3,Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
19120,Case 4100,Take in charge ticket,Value 6,2011/03/02 17:25:05.000,Variant 3,3,Variant 3,Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
19121,Case 4100,Resolve ticket,Value 6,2011/03/02 17:25:19.000,Variant 3,3,Variant 3,Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
19122,Case 4100,Closed,Value 5,2011/04/01 16:25:43.000,Variant 3,3,Variant 3,Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
19123,Case 4101,Assign seriousness,Value 6,2010/06/24 12:54:57.000,Variant 20,20,Variant 20,Value 1,Value 247,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
19124,Case 4101,Take in charge ticket,Value 6,2010/06/24 13:21:25.000,Variant 20,20,Variant 20,Value 1,Value 247,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
19125,Case 4101,Resolve ticket,Value 6,2010/06/24 13:21:39.000,Variant 20,20,Variant 20,Value 1,Value 247,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
19126,Case 4101,Take in charge ticket,Value 6,2010/06/25 14:13:49.000,Variant 20,20,Variant 20,Value 1,Value 247,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
19127,Case 4101,Wait,Value 6,2010/06/25 14:54:04.000,Variant 20,20,Variant 20,Value 1,Value 247,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
19128,Case 4101,Take in charge ticket,Value 6,2010/06/30 13:53:55.000,Variant 20,20,Variant 20,Value 1,Value 247,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
19129,Case 4101,Resolve ticket,Value 6,2010/06/30 13:55:26.000,Variant 20,20,Variant 20,Value 1,Value 247,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
19130,Case 4101,Closed,Value 5,2010/08/07 13:00:37.000,Variant 20,20,Variant 20,Value 1,Value 247,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
19131,Case 4102,Take in charge ticket,Value 1,2011/11/10 11:59:37.000,Variant 11,11,Variant 11,Value 1,Value 13,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
19132,Case 4102,Resolve ticket,Value 1,2011/11/11 11:04:56.000,Variant 11,11,Variant 11,Value 1,Value 13,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
19133,Case 4102,Closed,Value 5,2011/12/18 12:01:26.000,Variant 11,11,Variant 11,Value 1,Value 13,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
19134,Case 4103,Assign seriousness,Value 9,2011/08/24 14:30:52.000,Variant 5,5,Variant 5,Value 1,Value 16,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
19135,Case 4103,Resolve ticket,Value 9,2011/08/25 09:59:23.000,Variant 5,5,Variant 5,Value 1,Value 16,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
19136,Case 4103,Closed,Value 5,2011/09/24 14:40:26.000,Variant 5,5,Variant 5,Value 1,Value 16,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
19137,Case 4104,Assign seriousness,Value 1,2011/11/17 16:57:00.000,Variant 1,1,Variant 1,Value 1,Value 88,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
19138,Case 4104,Take in charge ticket,Value 2,2011/11/18 09:16:37.000,Variant 1,1,Variant 1,Value 1,Value 88,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
19139,Case 4104,Resolve ticket,Value 2,2011/11/22 15:56:41.000,Variant 1,1,Variant 1,Value 1,Value 88,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
19140,Case 4104,Closed,Value 5,2011/12/31 17:00:32.000,Variant 1,1,Variant 1,Value 1,Value 88,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
19141,Case 4105,Assign seriousness,Value 2,2010/04/21 15:28:50.000,Variant 1,1,Variant 1,Value 1,Value 384,Value 3,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1
19142,Case 4105,Take in charge ticket,Value 2,2010/05/12 13:26:15.000,Variant 1,1,Variant 1,Value 1,Value 384,Value 3,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1
19143,Case 4105,Resolve ticket,Value 2,2010/05/12 14:12:21.000,Variant 1,1,Variant 1,Value 1,Value 384,Value 3,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1
19144,Case 4105,Closed,Value 5,2010/05/27 14:12:33.000,Variant 1,1,Variant 1,Value 1,Value 384,Value 3,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1
19145,Case 4106,Assign seriousness,Value 13,2012/07/30 14:08:31.000,Variant 1,1,Variant 1,Value 1,Value 19,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
19146,Case 4106,Take in charge ticket,Value 13,2012/07/30 14:09:09.000,Variant 1,1,Variant 1,Value 1,Value 19,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
19147,Case 4106,Resolve ticket,Value 13,2012/07/31 07:31:58.000,Variant 1,1,Variant 1,Value 1,Value 19,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
19148,Case 4106,Closed,Value 5,2012/09/14 14:10:38.000,Variant 1,1,Variant 1,Value 1,Value 19,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
19149,Case 4107,Assign seriousness,Value 1,2013/02/01 13:33:25.000,Variant 14,14,Variant 14,Value 1,Value 148,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
19150,Case 4107,Take in charge ticket,Value 1,2013/02/11 08:50:34.000,Variant 14,14,Variant 14,Value 1,Value 148,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
19151,Case 4107,Wait,Value 1,2013/02/11 09:33:30.000,Variant 14,14,Variant 14,Value 1,Value 148,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
19152,Case 4107,Wait,Value 1,2013/02/11 09:56:54.000,Variant 14,14,Variant 14,Value 1,Value 148,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
19153,Case 4107,Resolve ticket,Value 9,2013/02/26 10:52:51.000,Variant 14,14,Variant 14,Value 1,Value 148,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
19154,Case 4107,Closed,Value 3,2013/03/13 10:53:08.000,Variant 14,14,Variant 14,Value 1,Value 148,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
19155,Case 4108,Assign seriousness,Value 2,2010/03/09 08:06:03.000,Variant 1,1,Variant 1,Value 1,Value 143,Value 3,Value 4,Value 1,Value 2,Value 1,Value 3,Value 3
19156,Case 4108,Take in charge ticket,Value 2,2010/03/09 08:06:12.000,Variant 1,1,Variant 1,Value 1,Value 143,Value 3,Value 4,Value 1,Value 2,Value 1,Value 3,Value 3
19157,Case 4108,Resolve ticket,Value 2,2010/03/09 17:18:06.000,Variant 1,1,Variant 1,Value 1,Value 143,Value 3,Value 4,Value 1,Value 2,Value 1,Value 3,Value 3
19158,Case 4108,Closed,Value 5,2010/04/09 07:10:41.000,Variant 1,1,Variant 1,Value 1,Value 143,Value 3,Value 4,Value 1,Value 2,Value 1,Value 3,Value 3
19163,Case 4110,Assign seriousness,Value 1,2011/12/28 14:40:31.000,Variant 5,5,Variant 5,Value 1,Value 17,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
19164,Case 4110,Resolve ticket,Value 13,2011/12/28 16:26:02.000,Variant 5,5,Variant 5,Value 1,Value 17,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
19165,Case 4110,Closed,Value 5,2012/01/28 14:50:43.000,Variant 5,5,Variant 5,Value 1,Value 17,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
19166,Case 4111,Assign seriousness,Value 9,2012/03/14 11:09:46.000,Variant 5,5,Variant 5,Value 1,Value 245,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
19167,Case 4111,Resolve ticket,Value 9,2012/03/14 11:16:13.000,Variant 5,5,Variant 5,Value 1,Value 245,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
19168,Case 4111,Closed,Value 5,2012/04/20 10:10:45.000,Variant 5,5,Variant 5,Value 1,Value 245,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
19169,Case 4112,Take in charge ticket,Value 1,2011/11/30 16:34:31.000,Variant 52,52,Variant 52,Value 1,Value 148,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
19170,Case 4112,Resolve ticket,Value 1,2011/12/12 15:38:43.000,Variant 52,52,Variant 52,Value 1,Value 148,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
19171,Case 4112,Resolve ticket,Value 1,2011/12/12 15:38:44.000,Variant 52,52,Variant 52,Value 1,Value 148,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
19172,Case 4112,Closed,Value 5,2012/01/11 15:39:04.000,Variant 52,52,Variant 52,Value 1,Value 148,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
19173,Case 4113,Assign seriousness,Value 8,2011/02/04 15:31:18.000,Variant 4,4,Variant 4,Value 1,Value 227,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
19174,Case 4113,Assign seriousness,Value 2,2011/02/18 11:48:30.000,Variant 4,4,Variant 4,Value 1,Value 227,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
19175,Case 4113,Take in charge ticket,Value 2,2011/02/18 11:48:37.000,Variant 4,4,Variant 4,Value 1,Value 227,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
19176,Case 4113,Resolve ticket,Value 9,2011/02/21 15:05:36.000,Variant 4,4,Variant 4,Value 1,Value 227,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
19177,Case 4113,Closed,Value 5,2011/03/08 15:05:55.000,Variant 4,4,Variant 4,Value 1,Value 227,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
19178,Case 4114,Assign seriousness,Value 1,2011/10/26 12:54:27.000,Variant 6,6,Variant 6,Value 1,Value 215,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
19179,Case 4114,Take in charge ticket,Value 1,2011/10/26 12:54:39.000,Variant 6,6,Variant 6,Value 1,Value 215,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
19180,Case 4114,Resolve ticket,Value 2,2011/11/07 10:36:31.000,Variant 6,6,Variant 6,Value 1,Value 215,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
19181,Case 4114,Resolve ticket,Value 2,2011/11/21 08:42:41.000,Variant 6,6,Variant 6,Value 1,Value 215,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
19182,Case 4114,Closed,Value 5,2011/12/06 08:42:47.000,Variant 6,6,Variant 6,Value 1,Value 215,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
19183,Case 4115,Assign seriousness,Value 1,2012/06/21 13:29:54.000,Variant 1,1,Variant 1,Value 1,Value 51,Value 8,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
19184,Case 4115,Take in charge ticket,Value 1,2012/06/21 13:30:05.000,Variant 1,1,Variant 1,Value 1,Value 51,Value 8,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
19185,Case 4115,Resolve ticket,Value 1,2012/06/26 13:38:18.000,Variant 1,1,Variant 1,Value 1,Value 51,Value 8,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
19186,Case 4115,Closed,Value 5,2012/07/24 13:30:26.000,Variant 1,1,Variant 1,Value 1,Value 51,Value 8,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
19187,Case 4116,Assign seriousness,Value 1,2012/01/02 15:39:13.000,Variant 1,1,Variant 1,Value 1,Value 156,Value 15,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
19188,Case 4116,Take in charge ticket,Value 2,2012/01/05 10:34:21.000,Variant 1,1,Variant 1,Value 1,Value 156,Value 15,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
19189,Case 4116,Resolve ticket,Value 2,2012/01/18 16:14:50.000,Variant 1,1,Variant 1,Value 1,Value 156,Value 15,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
19190,Case 4116,Closed,Value 5,2012/02/02 16:15:07.000,Variant 1,1,Variant 1,Value 1,Value 156,Value 15,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
19191,Case 4117,Assign seriousness,Value 2,2011/08/03 16:00:11.000,Variant 5,5,Variant 5,Value 1,Value 55,Value 4,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
19192,Case 4117,Resolve ticket,Value 10,2011/08/04 16:35:46.000,Variant 5,5,Variant 5,Value 1,Value 55,Value 4,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
19193,Case 4117,Closed,Value 5,2011/09/10 16:00:58.000,Variant 5,5,Variant 5,Value 1,Value 55,Value 4,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
19194,Case 4118,Assign seriousness,Value 1,2012/01/11 10:29:37.000,Variant 1,1,Variant 1,Value 1,Value 92,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
19195,Case 4118,Take in charge ticket,Value 12,2012/01/11 10:38:55.000,Variant 1,1,Variant 1,Value 1,Value 92,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
19196,Case 4118,Resolve ticket,Value 12,2012/01/11 10:40:19.000,Variant 1,1,Variant 1,Value 1,Value 92,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
19197,Case 4118,Closed,Value 5,2012/03/10 10:30:29.000,Variant 1,1,Variant 1,Value 1,Value 92,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
19198,Case 4119,Assign seriousness,Value 1,2012/07/19 16:00:07.000,Variant 1,1,Variant 1,Value 1,Value 120,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
19199,Case 4119,Take in charge ticket,Value 1,2012/07/19 16:00:21.000,Variant 1,1,Variant 1,Value 1,Value 120,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
19200,Case 4119,Resolve ticket,Value 1,2012/07/20 08:51:27.000,Variant 1,1,Variant 1,Value 1,Value 120,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
19201,Case 4119,Closed,Value 5,2012/09/01 16:00:46.000,Variant 1,1,Variant 1,Value 1,Value 120,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
19202,Case 4120,Assign seriousness,Value 1,2012/06/06 14:57:04.000,Variant 1,1,Variant 1,Value 1,Value 392,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
19203,Case 4120,Take in charge ticket,Value 1,2012/06/06 14:57:12.000,Variant 1,1,Variant 1,Value 1,Value 392,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
19204,Case 4120,Resolve ticket,Value 1,2012/06/08 09:06:42.000,Variant 1,1,Variant 1,Value 1,Value 392,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
19205,Case 4120,Closed,Value 5,2012/07/07 15:00:21.000,Variant 1,1,Variant 1,Value 1,Value 392,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
19206,Case 4121,Assign seriousness,Value 1,2012/03/20 16:05:40.000,Variant 2,2,Variant 2,Value 1,Value 116,Value 5,Value 1,Value 2,Value 1,Value 1,Value 1,Value 1
19207,Case 4121,Take in charge ticket,Value 1,2012/03/20 16:05:48.000,Variant 2,2,Variant 2,Value 1,Value 116,Value 5,Value 1,Value 2,Value 1,Value 1,Value 1,Value 1
19208,Case 4121,Wait,Value 1,2012/03/21 14:12:33.000,Variant 2,2,Variant 2,Value 1,Value 116,Value 5,Value 1,Value 2,Value 1,Value 1,Value 1,Value 1
19209,Case 4121,Resolve ticket,Value 2,2012/04/16 14:20:00.000,Variant 2,2,Variant 2,Value 1,Value 116,Value 5,Value 1,Value 2,Value 1,Value 1,Value 1,Value 1
19210,Case 4121,Closed,Value 5,2012/05/01 14:20:17.000,Variant 2,2,Variant 2,Value 1,Value 116,Value 5,Value 1,Value 2,Value 1,Value 1,Value 1,Value 1
19211,Case 4122,Assign seriousness,Value 1,2011/11/09 13:42:12.000,Variant 1,1,Variant 1,Value 1,Value 259,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
19212,Case 4122,Take in charge ticket,Value 2,2011/11/16 14:08:32.000,Variant 1,1,Variant 1,Value 1,Value 259,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
19213,Case 4122,Resolve ticket,Value 2,2011/11/18 08:29:12.000,Variant 1,1,Variant 1,Value 1,Value 259,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
19214,Case 4122,Closed,Value 5,2011/12/10 13:50:14.000,Variant 1,1,Variant 1,Value 1,Value 259,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
19215,Case 4123,Assign seriousness,Value 13,2011/08/02 14:16:52.000,Variant 1,1,Variant 1,Value 1,Value 9,Value 7,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
19216,Case 4123,Take in charge ticket,Value 10,2011/08/30 07:29:32.000,Variant 1,1,Variant 1,Value 1,Value 9,Value 7,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
19217,Case 4123,Resolve ticket,Value 12,2011/09/07 15:33:01.000,Variant 1,1,Variant 1,Value 1,Value 9,Value 7,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
19218,Case 4123,Closed,Value 5,2011/09/22 15:33:18.000,Variant 1,1,Variant 1,Value 1,Value 9,Value 7,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
19219,Case 4124,Assign seriousness,Value 1,2011/11/15 08:50:50.000,Variant 2,2,Variant 2,Value 1,Value 58,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
19220,Case 4124,Take in charge ticket,Value 13,2011/11/18 10:41:23.000,Variant 2,2,Variant 2,Value 1,Value 58,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
19221,Case 4124,Wait,Value 13,2011/11/28 09:42:06.000,Variant 2,2,Variant 2,Value 1,Value 58,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
19222,Case 4124,Resolve ticket,Value 13,2011/12/16 10:43:37.000,Variant 2,2,Variant 2,Value 1,Value 58,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
19223,Case 4124,Closed,Value 5,2012/01/05 10:00:41.000,Variant 2,2,Variant 2,Value 1,Value 58,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
